modelo,ano_test,timestamp,real,pred
naive_hd,2018,2018-01-10 19:00:00,38068.0,32922.557692307695
naive_hd,2018,2018-01-10 20:00:00,38346.0,33496.85256410256
naive_hd,2018,2018-01-10 21:00:00,37441.0,33409.67307692308
naive_hd,2018,2018-01-10 22:00:00,34576.0,31361.36217948718
naive_hd,2018,2018-01-10 23:00:00,31258.0,28750.08012820513
naive_hd,2018,2018-01-11 00:00:00,28830.0,26872.73717948718
naive_hd,2018,2018-01-11 01:00:00,26646.0,25113.46153846154
naive_hd,2018,2018-01-11 02:00:00,25233.0,24010.547770700636
naive_hd,2018,2018-01-11 03:00:00,24749.0,23531.68789808917
naive_hd,2018,2018-01-11 04:00:00,24751.0,23357.770700636942
naive_hd,2018,2018-01-11 05:00:00,25463.0,23757.71974522293
naive_hd,2018,2018-01-11 06:00:00,28169.0,25694.426751592357
naive_hd,2018,2018-01-11 07:00:00,32866.0,28718.859872611465
naive_hd,2018,2018-01-11 08:00:00,36037.0,30839.496815286624
naive_hd,2018,2018-01-11 09:00:00,36999.0,32092.62738853503
naive_hd,2018,2018-01-11 10:00:00,37470.0,32948.76433121019
naive_hd,2018,2018-01-11 11:00:00,37359.0,33216.732484076434
naive_hd,2018,2018-01-11 12:00:00,36964.0,33431.012738853504
naive_hd,2018,2018-01-11 13:00:00,36807.0,33461.72611464968
naive_hd,2018,2018-01-11 14:00:00,35636.0,32504.057324840764
naive_hd,2018,2018-01-11 15:00:00,35082.0,31889.71974522293
naive_hd,2018,2018-01-11 16:00:00,34864.0,31761.68152866242
naive_hd,2018,2018-01-11 17:00:00,35250.0,31924.216560509554
naive_hd,2018,2018-01-11 18:00:00,37024.0,32300.254777070062
naive_hd,2018,2018-01-11 19:00:00,38201.0,32791.03821656051
naive_hd,2018,2018-01-11 20:00:00,38496.0,33251.74522292994
naive_hd,2018,2018-01-11 21:00:00,37722.0,33174.81847133758
naive_hd,2018,2018-01-11 22:00:00,35030.0,31213.783439490446
naive_hd,2018,2018-01-11 23:00:00,31666.0,28653.15923566879
naive_hd,2018,2018-01-12 00:00:00,29215.0,26846.146496815287
naive_hd,2018,2018-01-12 01:00:00,27059.0,25134.140127388535
naive_hd,2018,2018-01-12 02:00:00,25800.0,23998.07643312102
naive_hd,2018,2018-01-12 03:00:00,25302.0,23479.554140127388
naive_hd,2018,2018-01-12 04:00:00,25221.0,23303.76433121019
naive_hd,2018,2018-01-12 05:00:00,25872.0,23690.43312101911
naive_hd,2018,2018-01-12 06:00:00,28576.0,25603.146496815287
naive_hd,2018,2018-01-12 07:00:00,33557.0,28591.691082802547
naive_hd,2018,2018-01-12 08:00:00,36741.0,30689.114649681527
naive_hd,2018,2018-01-12 09:00:00,37809.0,32031.44904458599
naive_hd,2018,2018-01-12 10:00:00,38406.0,32829.83439490446
naive_hd,2018,2018-01-12 11:00:00,38075.0,33106.68152866242
naive_hd,2018,2018-01-12 12:00:00,37279.0,33278.15569709837
naive_hd,2018,2018-01-12 13:00:00,36842.0,33271.056617126684
naive_hd,2018,2018-01-12 14:00:00,35588.0,32238.53078556263
naive_hd,2018,2018-01-12 15:00:00,34803.0,31434.81387119604
naive_hd,2018,2018-01-12 16:00:00,34445.0,31164.338995046
naive_hd,2018,2018-01-12 17:00:00,34702.0,31201.182590233548
naive_hd,2018,2018-01-12 18:00:00,36671.0,31523.70771408351
naive_hd,2018,2018-01-12 19:00:00,37541.0,31959.322009908
naive_hd,2018,2018-01-12 20:00:00,37474.0,32271.40127388535
naive_hd,2018,2018-01-12 21:00:00,36841.0,32195.694267515923
naive_hd,2018,2018-01-12 22:00:00,34624.0,30484.585987261147
naive_hd,2018,2018-01-12 23:00:00,31942.0,28304.8025477707
naive_hd,2018,2018-01-13 00:00:00,29696.0,26719.248407643314
naive_hd,2018,2018-01-13 01:00:00,27207.0,25016.343949044585
naive_hd,2018,2018-01-13 02:00:00,25639.0,23691.1974522293
naive_hd,2018,2018-01-13 03:00:00,24942.0,22965.76433121019
