ano,MAPE_mes_ens_actual,MAPE_mes_chronos2,MAPE_mes_50_50,MAPE_anual_ens_actual,MAPE_anual_chronos2,MAPE_anual_50_50,MAPE_dia_50_50
2020,6.169357022875272,6.020047210812829,6.074691507774664,5.660547853823225,5.475254083828798,5.567900968826011,6.551262584576173
2021,2.0234294934061965,1.7233780423694687,1.1338700000820936,1.9884443678405268,1.4836545568333663,0.25239490550358035,1.990904044343268
2022,3.6315169985981424,4.58659315423354,4.099339829074194,3.5157290062285282,4.50676501152998,4.0112470088792485,4.359831557028664
2023,2.2246816570236234,1.8039762773230859,1.734630368420997,1.5098525140836236,1.3709264908945702,1.440389502489103,2.8593167748385135
2024,1.5988068767492938,0.9851563193131571,1.08628510497915,0.7851165880823747,0.7272819096799781,0.7561992488811884,2.3978367553138864
2025,2.0905354647185845,2.03710320088665,2.0630460125342465,1.082428784429272,0.41521509309720983,0.7488219387632408,2.861375052915831
